Age	Attrition	BusinessTravel	Department	DistanceFromHome	Education	EnvironmentSatisfaction	JobRole	MonthlyIncome	OverTime	PerformanceRating	TotalWorkingYears	YearsAtCompany
40	No	Non-Travel	Research & Development	16	2	3	Research Scientist	3544	No	3	6	4
34	No	Travel_Rarely	Research & Development	9	3	4	Healthcare Representative	8500	No	3	10	9
40	No	Travel_Rarely	Research & Development	2	3	3	Research Scientist	4661	No	3	9	9
41	No	Travel_Frequently	Sales	1	3	3	Sales Executive	4103	No	3	10	9
35	No	Travel_Frequently	Research & Development	4	4	3	Research Scientist	4249	Yes	3	9	9
51	No	Travel_Rarely	Human Resources	5	3	3	Manager	14026	Yes	3	33	33
38	No	Travel_Rarely	Sales	2	2	2	Sales Executive	6893	No	3	11	7
34	No	Travel_Rarely	Sales	15	2	3	Sales Executive	6125	No	3	10	10
25	No	Travel_Rarely	Research & Development	19	1	4	Laboratory Technician	3669	No	3	7	3
58	Yes	Travel_Rarely	Research & Development	7	4	3	Manufacturing Director	10008	Yes	3	31	10
40	No	Travel_Rarely	Research & Development	1	4	2	Laboratory Technician	2387	No	4	7	4
36	No	Travel_Frequently	Sales	7	3	1	Sales Executive	4639	No	3	17	15
48	No	Travel_Rarely	Research & Development	4	3	4	Manufacturing Director	7898	No	3	11	10
27	No	Travel_Rarely	Sales	11	3	3	Sales Representative	2534	No	3	5	1
51	No	Travel_Rarely	Research & Development	11	2	4	Manufacturing Director	13142	No	3	29	5
18	No	Non-Travel	Research & Development	1	3	4	Laboratory Technician	1611	No	3	0	0
35	No	Travel_Rarely	Research & Development	1	3	4	Laboratory Technician	5363	No	3	10	9
27	No	Travel_Frequently	Sales	2	1	4	Sales Executive	5071	No	4	8	6
55	Yes	Travel_Rarely	Sales	13	4	1	Sales Executive	13695	Yes	3	24	19
56	No	Travel_Rarely	Research & Development	23	3	4	Manufacturing Director	13402	Yes	3	33	19
34	No	Non-Travel	Research & Development	26	1	1	Research Scientist	2029	No	4	5	5
40	No	Travel_Rarely	Research & Development	2	1	2	Healthcare Representative	6377	No	4	15	12
34	No	Travel_Rarely	Research & Development	29	3	2	Laboratory Technician	5429	No	3	10	8
31	Yes	Travel_Frequently	Sales	2	3	3	Sales Representative	2785	No	3	3	1
35	Yes	Travel_Frequently	Sales	18	4	4	Sales Executive	4614	Yes	3	5	4
38	No	Travel_Frequently	Research & Development	7	3	4	Research Scientist	2610	No	3	4	4
34	No	Travel_Rarely	Research & Development	2	4	3	Healthcare Representative	6687	No	3	14	14
28	No	Travel_Rarely	Sales	26	3	3	Sales Executive	4724	No	3	5	5
31	Yes	Travel_Rarely	Research & Development	22	4	4	Manufacturing Director	6179	Yes	3	10	10
39	No	Travel_Rarely	Sales	21	4	1	Sales Executive	6120	Yes	3	8	5
51	No	Travel_Frequently	Sales	2	3	2	Sales Executive	10596	No	3	14	4
41	No	Travel_Frequently	Research & Development	22	3	4	Research Scientist	5467	Yes	3	12	6
37	No	Travel_Rarely	Research & Development	4	1	3	Research Scientist	2996	Yes	3	8	6
33	No	Travel_Frequently	Sales	5	1	2	Sales Executive	9998	No	3	8	5
32	No	Travel_Rarely	Sales	2	1	3	Sales Executive	4078	Yes	3	4	3
39	No	Non-Travel	Research & Development	25	2	3	Healthcare Representative	10920	No	4	13	6
25	No	Travel_Rarely	Sales	18	1	1	Sales Executive	6232	No	3	6	3
52	No	Travel_Frequently	Research & Development	28	2	4	Manufacturing Director	13247	Yes	3	24	5
43	No	Travel_Rarely	Research & Development	6	3	1	Research Scientist	4081	Yes	3	20	20
27	No	Travel_Rarely	Sales	10	3	4	Sales Executive	5769	Yes	3	6	6
27	Yes	Travel_Rarely	Research & Development	17	4	4	Research Scientist	2394	Yes	3	8	8
26	No	Travel_Rarely	Research & Development	2	1	1	Research Scientist	3904	No	3	5	4
42	No	Travel_Rarely	Human Resources	10	3	3	Manager	16799	No	3	21	20
52	No	Travel_Rarely	Research & Development	8	4	3	Laboratory Technician	2950	No	3	12	5
37	No	Travel_Rarely	Research & Development	11	3	1	Laboratory Technician	3629	No	3	8	3
35	No	Travel_Frequently	Research & Development	18	2	3	Manufacturing Director	9362	No	3	10	2
25	No	Travel_Rarely	Research & Development	1	3	1	Laboratory Technician	3229	No	3	7	3
26	No	Travel_Rarely	Research & Development	7	3	3	Laboratory Technician	3578	No	3	8	7
29	No	Travel_Rarely	Human Resources	17	3	2	Human Resources	7988	No	3	10	10
49	Yes	Travel_Frequently	Research & Development	28	2	1	Laboratory Technician	4284	No	4	20	4
29	Yes	Travel_Frequently	Research & Development	14	1	3	Healthcare Representative	7553	Yes	3	9	8
54	No	Travel_Rarely	Research & Development	1	3	4	Research Director	17328	No	3	29	20
58	No	Travel_Rarely	Research & Development	1	3	4	Research Director	19701	Yes	4	32	9
55	No	Travel_Rarely	Research & Development	1	4	2	Research Director	14732	No	3	31	7
36	No	Travel_Rarely	Sales	3	4	1	Sales Executive	9278	Yes	3	15	5
31	Yes	Travel_Frequently	Sales	1	4	2	Sales Representative	1359	No	3	1	1
30	No	Travel_Rarely	Sales	7	4	4	Sales Executive	4779	No	3	8	3
31	No	Travel_Rarely	Research & Development	8	5	1	Research Director	16422	No	3	9	3
34	No	Travel_Frequently	Research & Development	1	4	4	Research Scientist	2996	No	3	10	4
31	Yes	Travel_Rarely	Research & Development	8	3	1	Research Scientist	1261	No	3	1	1
27	No	Travel_Rarely	Research & Development	11	1	2	Laboratory Technician	2099	No	3	6	5
36	No	Travel_Rarely	Research & Development	4	4	1	Laboratory Technician	5810	No	3	10	10
36	No	Travel_Rarely	Sales	16	4	3	Sales Executive	5647	No	3	11	3
47	No	Travel_Rarely	Research & Development	1	3	1	Research Scientist	3420	No	3	17	6
25	Yes	Travel_Rarely	Sales	9	2	1	Sales Representative	4400	No	3	6	3
37	No	Non-Travel	Research & Development	5	2	3	Laboratory Technician	3500	No	3	7	6
56	No	Travel_Rarely	Research & Development	1	2	1	Research Scientist	2066	No	4	5	3
47	No	Travel_Rarely	Research & Development	2	4	1	Research Director	17169	No	3	26	20
24	No	Travel_Rarely	Sales	4	1	4	Sales Executive	4162	Yes	3	5	5
32	No	Travel_Rarely	Sales	7	5	4	Sales Executive	9204	No	3	7	4
34	No	Travel_Rarely	Research & Development	1	3	4	Laboratory Technician	3294	No	3	7	5
41	No	Travel_Rarely	Research & Development	5	5	2	Research Scientist	2127	Yes	3	7	4
40	No	Non-Travel	Research & Development	9	4	3	Laboratory Technician	3975	No	3	11	8
31	No	Travel_Rarely	Sales	8	2	1	Sales Executive	10793	No	3	13	13
46	Yes	Travel_Rarely	Sales	9	3	1	Sales Executive	10096	No	3	28	7
39	Yes	Non-Travel	Research & Development	2	3	1	Laboratory Technician	3646	Yes	4	11	1
31	Yes	Travel_Frequently	Research & Development	1	5	3	Manufacturing Director	7446	No	3	10	10
45	No	Travel_Rarely	Research & Development	20	3	2	Healthcare Representative	10851	Yes	3	24	7
31	No	Travel_Rarely	Human Resources	8	2	4	Human Resources	2109	No	3	8	3
31	Yes	Travel_Frequently	Research & Development	2	3	2	Laboratory Technician	3722	Yes	3	7	2
45	No	Travel_Rarely	Research & Development	29	3	2	Manufacturing Director	9380	Yes	3	10	3
48	No	Travel_Rarely	Sales	7	3	3	Sales Executive	5486	No	3	15	2
34	Yes	Travel_Rarely	Human Resources	9	4	1	Human Resources	2742	No	3	2	2
40	No	Non-Travel	Research & Development	8	1	4	Research Director	13757	No	3	16	9
28	No	Travel_Rarely	Sales	5	3	4	Sales Executive	8463	No	3	6	5
44	No	Non-Travel	Research & Development	5	3	3	Laboratory Technician	3162	No	3	7	5
53	No	Travel_Rarely	Research & Development	2	3	4	Research Director	16598	No	3	35	9
49	No	Travel_Rarely	Research & Development	5	4	1	Healthcare Representative	6651	No	3	20	3
40	No	Travel_Rarely	Research & Development	2	3	3	Research Scientist	2345	No	3	8	3
44	No	Travel_Rarely	Research & Development	20	3	4	Research Scientist	3420	No	3	6	5
33	No	Travel_Frequently	Sales	7	3	4	Sales Executive	4373	No	3	5	4
34	No	Travel_Rarely	Sales	3	3	4	Sales Executive	4759	No	3	15	13
30	No	Travel_Rarely	Sales	16	1	4	Sales Executive	5301	No	3	4	2
42	No	Travel_Frequently	Research & Development	9	2	1	Laboratory Technician	3673	No	3	12	12
44	No	Travel_Frequently	Sales	1	5	1	Sales Executive	4768	No	3	11	1
30	No	Non-Travel	Research & Development	7	3	3	Research Scientist	1274	No	3	1	1
57	No	Travel_Rarely	Research & Development	1	2	2	Research Scientist	4900	No	4	13	12
49	No	Travel_Rarely	Research & Development	7	4	3	Healthcare Representative	10466	No	3	29	8
34	No	Travel_Frequently	Research & Development	15	3	2	Research Director	17007	No	3	16	14
28	Yes	Travel_Frequently	Sales	1	3	1	Sales Representative	2909	No	3	5	3
29	Yes	Travel_Frequently	Sales	13	3	1	Sales Executive	5765	No	3	7	5
34	Yes	Travel_Rarely	Sales	24	4	1	Sales Executive	4599	Yes	4	16	15
35	No	Travel_Rarely	Sales	7	1	4	Sales Representative	2404	No	3	1	1
24	Yes	Travel_Frequently	Research & Development	9	3	2	Laboratory Technician	3172	Yes	3	4	0
24	No	Non-Travel	Sales	13	2	4	Sales Representative	2033	No	3	1	1
44	No	Travel_Frequently	Research & Development	2	1	2	Manufacturing Director	10209	Yes	3	16	2
29	No	Travel_Rarely	Sales	19	3	3	Sales Executive	8620	No	3	10	10
30	No	Travel_Rarely	Human Resources	1	3	3	Human Resources	2064	No	4	6	5
55	No	Travel_Rarely	Research & Development	4	4	4	Healthcare Representative	4035	Yes	3	4	3
33	No	Travel_Rarely	Research & Development	4	4	1	Laboratory Technician	3838	No	3	8	5
47	No	Travel_Rarely	Sales	14	3	3	Sales Executive	4591	Yes	3	11	5
28	Yes	Travel_Frequently	Research & Development	2	2	3	Laboratory Technician	2561	No	3	8	0
28	No	Travel_Rarely	Research & Development	1	3	1	Research Scientist	1563	No	3	1	1
28	No	Travel_Frequently	Sales	7	3	3	Sales Executive	4898	No	3	5	4
49	No	Travel_Rarely	Research & Development	3	2	3	Laboratory Technician	4789	No	4	10	3
29	No	Travel_Frequently	Research & Development	2	1	4	Laboratory Technician	3180	No	3	4	3
28	No	Travel_Rarely	Research & Development	29	1	3	Manufacturing Director	6549	No	3	8	8
33	No	Travel_Rarely	Research & Development	8	5	4	Healthcare Representative	6388	Yes	3	14	0
32	No	Travel_Rarely	Research & Development	10	3	3	Manager	11244	No	4	10	5
54	No	Travel_Frequently	Research & Development	11	4	2	Manager	16032	No	4	26	14
29	Yes	Travel_Rarely	Research & Development	1	4	1	Research Scientist	2362	No	3	11	9
44	No	Travel_Rarely	Research & Development	28	3	4	Research Director	16328	No	3	24	20
39	No	Travel_Rarely	Research & Development	6	3	2	Manufacturing Director	8376	No	3	9	2
46	No	Travel_Rarely	Sales	3	3	3	Manager	16606	No	3	23	13
35	No	Travel_Rarely	Research & Development	16	3	4	Healthcare Representative	8606	No	3	11	11
23	No	Travel_Rarely	Research & Development	20	1	1	Laboratory Technician	2272	No	3	5	4
40	Yes	Travel_Rarely	Research & Development	9	4	4	Laboratory Technician	2018	No	3	15	5
34	No	Travel_Rarely	Sales	1	3	4	Sales Executive	7083	Yes	3	10	10
31	Yes	Travel_Frequently	Research & Development	3	3	4	Research Scientist	4084	No	3	7	7
50	No	Travel_Frequently	Research & Development	22	5	3	Research Director	14411	Yes	3	32	32
34	No	Travel_Rarely	Sales	7	2	2	Sales Representative	2308	Yes	4	12	11
42	No	Travel_Rarely	Research & Development	2	3	3	Laboratory Technician	4841	No	3	4	1
37	No	Travel_Rarely	Research & Development	13	3	1	Research Scientist	4285	No	3	10	10
29	No	Travel_Rarely	Research & Development	8	1	3	Healthcare Representative	9715	No	3	9	7
33	No	Travel_Rarely	Research & Development	25	3	4	Manufacturing Director	4320	No	3	5	5
45	No	Travel_Rarely	Research & Development	28	3	4	Research Scientist	2132	No	4	8	5
42	No	Travel_Frequently	Research & Development	2	3	4	Healthcare Representative	10124	Yes	3	24	20
40	No	Travel_Rarely	Sales	9	2	1	Sales Executive	5473	No	3	9	8
33	No	Travel_Rarely	Research & Development	28	4	2	Laboratory Technician	5207	Yes	3	15	15
40	No	Travel_Rarely	Human Resources	6	2	3	Manager	16437	Yes	4	21	21
24	No	Travel_Rarely	Research & Development	21	2	3	Laboratory Technician	2296	No	3	2	1
40	No	Non-Travel	Research & Development	8	2	4	Healthcare Representative	4069	Yes	3	8	2
45	No	Travel_Rarely	Research & Development	1	4	1	Healthcare Representative	7441	No	3	10	10
35	No	Travel_Rarely	Sales	28	4	2	Sales Representative	2430	No	4	6	5
32	No	Travel_Rarely	Research & Development	5	2	4	Research Scientist	5878	No	3	12	7
36	No	Travel_Rarely	Sales	2	4	3	Sales Representative	2644	Yes	4	7	3
48	No	Travel_Rarely	Sales	16	4	3	Sales Executive	6439	No	3	18	8
29	No	Travel_Rarely	Research & Development	9	3	3	Research Scientist	2451	No	3	5	1
33	No	Travel_Rarely	Sales	8	4	1	Sales Executive	6392	No	3	8	2
30	Yes	Travel_Rarely	Sales	1	3	2	Sales Executive	9714	No	3	10	10
38	No	Travel_Frequently	Human Resources	10	4	3	Human Resources	6077	No	3	10	6
35	No	Travel_Rarely	Research & Development	1	3	4	Laboratory Technician	2450	No	3	3	3
30	No	Travel_Rarely	Sales	29	4	3	Sales Executive	9250	No	3	9	4
35	Yes	Travel_Rarely	Research & Development	2	3	1	Laboratory Technician	2074	Yes	3	1	1
53	Yes	Travel_Rarely	Research & Development	2	5	3	Manufacturing Director	10169	No	3	34	33
38	Yes	Travel_Rarely	Research & Development	2	3	3	Manufacturing Director	4855	No	3	7	5
32	No	Non-Travel	Research & Development	1	4	4	Research Scientist	4087	No	3	9	6
48	No	Travel_Rarely	Research & Development	15	4	3	Research Scientist	2367	No	3	10	8
34	No	Travel_Rarely	Research & Development	7	4	1	Research Scientist	2972	No	3	1	1
55	No	Travel_Rarely	Sales	26	5	3	Manager	19586	No	4	36	36
34	No	Travel_Rarely	Research & Development	1	4	2	Research Scientist	5484	No	3	9	2
26	No	Travel_Rarely	Research & Development	3	3	1	Research Scientist	2061	No	4	1	1
38	No	Travel_Rarely	Sales	14	3	3	Sales Executive	9924	No	3	10	9
38	No	Travel_Rarely	Sales	16	3	2	Sales Executive	4198	No	3	8	3
36	No	Travel_Rarely	Sales	1	4	2	Sales Executive	6815	No	3	15	1
29	No	Travel_Rarely	Research & Development	3	1	2	Laboratory Technician	4723	Yes	3	10	10
35	No	Travel_Rarely	Research & Development	10	4	1	Healthcare Representative	6142	Yes	3	10	5
39	No	Travel_Rarely	Sales	6	3	4	Sales Executive	8237	No	3	11	7
29	No	Travel_Frequently	Research & Development	2	1	1	Healthcare Representative	8853	No	3	6	6
50	No	Travel_Rarely	Sales	9	3	3	Manager	19331	Yes	3	27	1
23	No	Travel_Rarely	Research & Development	10	3	4	Research Scientist	2073	No	3	4	2
36	No	Travel_Frequently	Research & Development	6	4	1	Laboratory Technician	5562	Yes	3	9	3
42	No	Travel_Rarely	Research & Development	9	2	4	Manager	19613	No	4	24	1
35	No	Travel_Rarely	Research & Development	28	3	2	Laboratory Technician	3407	No	3	10	10
34	No	Travel_Frequently	Research & Development	10	4	4	Healthcare Representative	5063	No	3	8	8
40	No	Travel_Rarely	Sales	14	2	4	Sales Executive	4639	No	3	5	5
43	No	Travel_Rarely	Research & Development	27	3	4	Laboratory Technician	4876	No	3	8	6
35	No	Travel_Rarely	Research & Development	7	2	3	Laboratory Technician	2690	No	3	1	1
46	No	Travel_Rarely	Sales	1	4	4	Manager	17567	No	3	27	26
28	Yes	Travel_Rarely	Research & Development	24	3	3	Laboratory Technician	2408	Yes	3	1	1
22	No	Non-Travel	Research & Development	26	2	2	Research Scientist	2814	Yes	3	4	4
50	No	Travel_Frequently	Research & Development	20	5	2	Healthcare Representative	11245	Yes	3	32	30
32	No	Travel_Rarely	Research & Development	5	4	2	Research Scientist	3312	No	3	6	3
44	No	Travel_Rarely	Research & Development	7	3	2	Research Director	19049	Yes	3	23	22
30	No	Travel_Rarely	Research & Development	7	3	2	Research Scientist	2141	No	3	6	6
45	No	Travel_Rarely	Research & Development	5	5	3	Laboratory Technician	5769	Yes	3	10	10
45	No	Non-Travel	Sales	26	3	1	Sales Executive	4385	No	3	10	10
31	No	Travel_Frequently	Sales	2	4	4	Sales Executive	5332	No	3	10	5
36	No	Travel_Rarely	Research & Development	12	4	3	Manufacturing Director	4663	Yes	3	7	3
34	No	Travel_Frequently	Research & Development	10	4	3	Manufacturing Director	4724	No	3	9	9
49	No	Travel_Rarely	Research & Development	25	4	3	Laboratory Technician	3211	No	3	10	9
39	No	Travel_Rarely	Research & Development	10	5	2	Manufacturing Director	5377	No	3	10	7
27	No	Travel_Rarely	Research & Development	19	3	4	Laboratory Technician	4066	No	3	7	7
35	No	Travel_Rarely	Research & Development	18	5	2	Research Scientist	5208	No	3	16	16
28	No	Travel_Rarely	Research & Development	27	3	2	Manufacturing Director	4877	No	4	6	5
21	No	Travel_Rarely	Research & Development	5	1	3	Research Scientist	3117	No	3	3	2
18	Yes	Travel_Frequently	Sales	3	2	2	Sales Representative	1569	Yes	3	0	0
47	No	Travel_Rarely	Human Resources	26	4	4	Manager	19658	No	3	27	5
39	No	Travel_Rarely	Research & Development	3	2	3	Laboratory Technician	3069	No	3	11	10
40	No	Travel_Rarely	Research & Development	15	3	1	Manufacturing Director	10435	No	3	18	18
35	No	Non-Travel	Research & Development	8	4	3	Healthcare Representative	4148	No	3	15	14
37	No	Travel_Rarely	Research & Development	19	3	3	Manufacturing Director	5768	No	3	9	4
39	No	Travel_Frequently	Research & Development	4	3	1	Manufacturing Director	5042	No	3	10	9
45	No	Travel_Rarely	Research & Development	2	2	4	Manufacturing Director	5770	No	3	10	10
38	No	Travel_Rarely	Research & Development	2	2	4	Manufacturing Director	7756	Yes	3	10	5
35	Yes	Travel_Rarely	Sales	10	3	4	Sales Executive	10306	No	3	15	13
37	No	Travel_Rarely	Research & Development	10	3	2	Research Scientist	3936	No	3	8	8
40	No	Travel_Rarely	Research & Development	16	3	3	Manufacturing Director	7945	Yes	3	18	4
44	No	Travel_Frequently	Human Resources	1	5	1	Human Resources	5743	Yes	3	14	10
48	No	Travel_Frequently	Research & Development	4	5	3	Manager	15202	No	4	23	2
35	Yes	Travel_Rarely	Sales	15	2	1	Sales Executive	5440	Yes	3	7	2
24	No	Travel_Frequently	Research & Development	2	1	1	Research Scientist	3760	Yes	3	6	6
27	No	Travel_Rarely	Research & Development	8	3	2	Research Scientist	3517	No	3	5	3
27	No	Travel_Frequently	Research & Development	2	3	4	Research Scientist	2580	No	3	6	4
40	Yes	Travel_Rarely	Research & Development	7	3	1	Laboratory Technician	2166	Yes	3	10	4
29	No	Travel_Rarely	Sales	10	3	3	Sales Executive	5869	No	3	8	5
36	No	Travel_Rarely	Research & Development	5	4	2	Healthcare Representative	8008	No	3	9	3
25	No	Travel_Frequently	Research & Development	2	1	4	Manufacturing Director	5206	No	3	7	7
39	No	Travel_Rarely	Research & Development	12	3	4	Manufacturing Director	5295	No	4	7	5
49	No	Travel_Rarely	Research & Development	22	4	1	Research Director	16413	No	3	27	4
50	No	Travel_Rarely	Research & Development	17	5	4	Research Director	13269	No	3	19	14
20	No	Travel_Rarely	Sales	2	3	3	Sales Representative	2783	No	3	2	2
34	No	Travel_Rarely	Research & Development	3	3	4	Research Scientist	5433	No	3	11	11
36	No	Travel_Rarely	Research & Development	7	3	1	Laboratory Technician	2013	No	3	15	4
49	No	Travel_Rarely	Research & Development	6	1	3	Healthcare Representative	13966	Yes	3	30	15
36	No	Non-Travel	Research & Development	1	4	4	Manufacturing Director	4374	No	3	4	3
36	No	Travel_Rarely	Research & Development	3	2	4	Healthcare Representative	6842	No	4	13	5
54	No	Travel_Rarely	Research & Development	22	5	2	Manager	17426	No	4	36	10
43	No	Travel_Rarely	Research & Development	15	2	3	Research Director	17603	No	4	14	14
35	Yes	Travel_Frequently	Sales	12	4	4	Sales Executive	4581	Yes	4	13	11
38	No	Travel_Frequently	Research & Development	1	3	4	Research Scientist	4735	No	3	19	13
29	No	Travel_Rarely	Sales	5	3	1	Sales Executive	4187	Yes	3	10	10
33	No	Travel_Rarely	Sales	2	4	4	Sales Executive	5505	No	3	6	6
32	No	Travel_Rarely	Research & Development	2	3	4	Research Scientist	5470	No	3	10	9
31	No	Travel_Rarely	Sales	5	4	1	Sales Executive	5476	No	3	10	10
49	No	Travel_Rarely	Research & Development	16	3	4	Laboratory Technician	2587	Yes	3	17	2
38	No	Travel_Frequently	Research & Development	2	3	4	Laboratory Technician	2440	No	4	4	4
47	No	Travel_Rarely	Sales	2	4	2	Manager	15972	No	3	29	3
49	No	Travel_Rarely	Research & Development	1	3	3	Manager	15379	No	3	23	8
41	No	Travel_Rarely	Sales	23	2	4	Sales Executive	7082	Yes	3	21	2
20	No	Travel_Rarely	Sales	9	1	4	Sales Representative	2728	No	3	2	2
33	No	Non-Travel	Sales	16	3	3	Sales Executive	5368	Yes	4	7	6
36	No	Travel_Rarely	Research & Development	26	4	1	Healthcare Representative	5347	No	3	10	3
44	No	Travel_Rarely	Human Resources	1	3	3	Human Resources	3195	Yes	3	8	2
23	Yes	Travel_Rarely	Research & Development	8	1	4	Laboratory Technician	3989	Yes	3	5	5
38	No	Travel_Rarely	Research & Development	4	2	4	Laboratory Technician	3306	No	3	7	0
53	No	Travel_Rarely	Research & Development	24	4	2	Healthcare Representative	7005	No	3	11	4
48	Yes	Travel_Frequently	Sales	7	2	4	Sales Representative	2655	Yes	3	19	9
32	Yes	Travel_Rarely	Research & Development	2	4	4	Laboratory Technician	1393	No	3	1	1
26	No	Non-Travel	Research & Development	7	3	4	Laboratory Technician	2570	No	4	7	7
55	No	Travel_Rarely	Research & Development	22	3	1	Research Scientist	3537	No	3	8	4
34	No	Travel_Rarely	Research & Development	5	2	2	Laboratory Technician	3986	No	3	15	15
60	No	Travel_Rarely	Research & Development	1	4	3	Healthcare Representative	10883	No	4	19	1
33	No	Travel_Rarely	Research & Development	21	3	2	Laboratory Technician	2028	No	3	14	14
37	No	Travel_Frequently	Sales	1	4	3	Sales Executive	9525	No	3	6	6
34	No	Travel_Rarely	Research & Development	19	3	2	Research Scientist	2929	No	3	10	10
23	Yes	Travel_Rarely	Sales	7	3	3	Sales Representative	2275	Yes	4	3	3
44	No	Travel_Rarely	Research & Development	2	3	3	Healthcare Representative	7879	Yes	3	9	8
35	No	Travel_Frequently	Research & Development	2	4	1	Research Scientist	4930	Yes	3	6	5
43	No	Travel_Rarely	Sales	2	3	4	Sales Executive	7847	Yes	3	10	10
24	No	Travel_Rarely	Research & Development	9	3	3	Research Scientist	4401	No	3	5	5
41	No	Travel_Rarely	Sales	6	3	4	Sales Executive	9241	No	3	10	10
29	No	Travel_Rarely	Research & Development	9	4	4	Laboratory Technician	2974	No	3	9	5
36	No	Travel_Rarely	Sales	2	4	3	Sales Representative	4502	No	3	17	13
45	No	Non-Travel	Research & Development	1	1	3	Healthcare Representative	10748	No	4	25	23
24	Yes	Travel_Rarely	Human Resources	22	1	4	Human Resources	1555	No	3	1	1
47	Yes	Travel_Frequently	Sales	9	3	3	Sales Executive	12936	No	3	25	23
26	No	Travel_Rarely	Research & Development	17	4	4	Laboratory Technician	2305	No	3	3	3
45	No	Travel_Rarely	Research & Development	28	2	4	Research Director	16704	No	3	21	21
32	No	Travel_Frequently	Research & Development	10	3	1	Research Scientist	3433	No	3	10	5
31	No	Travel_Rarely	Research & Development	2	4	2	Laboratory Technician	3477	No	3	6	5
41	No	Non-Travel	Human Resources	4	3	3	Human Resources	6430	No	3	10	3
40	No	Travel_Rarely	Research & Development	8	2	2	Manufacturing Director	6516	Yes	3	18	1
24	No	Travel_Rarely	Research & Development	29	1	2	Laboratory Technician	3907	No	3	6	6
46	No	Travel_Rarely	Research & Development	13	4	3	Healthcare Representative	5562	No	3	19	10
35	No	Travel_Rarely	Research & Development	27	4	4	Manufacturing Director	6883	No	3	17	7
30	No	Travel_Rarely	Research & Development	16	1	2	Research Scientist	2862	No	3	10	10
47	No	Non-Travel	Sales	2	4	3	Sales Executive	4978	No	3	4	1
46	No	Travel_Rarely	Sales	2	3	3	Sales Executive	10368	Yes	3	13	10
36	Yes	Travel_Rarely	Sales	13	5	2	Sales Executive	6134	Yes	3	16	2
32	Yes	Travel_Rarely	Sales	1	2	1	Sales Executive	6735	No	3	10	0
23	No	Travel_Rarely	Research & Development	4	1	3	Laboratory Technician	3295	No	3	3	3
31	No	Travel_Frequently	Research & Development	24	1	4	Manufacturing Director	5238	No	4	9	5
39	No	Non-Travel	Research & Development	1	3	4	Laboratory Technician	6472	Yes	3	9	9
32	No	Travel_Rarely	Sales	19	3	4	Sales Executive	9610	No	3	10	4
40	No	Travel_Rarely	Sales	7	4	2	Manager	19833	No	3	21	21
45	No	Travel_Rarely	Human Resources	4	3	3	Human Resources	9756	No	4	9	5
30	No	Travel_Frequently	Research & Development	2	4	4	Research Scientist	4968	No	3	10	9
24	No	Travel_Frequently	Human Resources	10	3	1	Human Resources	2145	No	3	3	2
30	Yes	Travel_Frequently	Human Resources	8	3	3	Human Resources	2180	No	3	6	4
31	No	Travel_Rarely	Sales	5	3	1	Sales Executive	8346	No	3	6	5
27	No	Travel_Rarely	Research & Development	8	3	3	Research Scientist	3445	No	3	6	6
29	Yes	Travel_Rarely	Sales	9	3	2	Sales Representative	2760	No	3	2	2
29	No	Travel_Frequently	Research & Development	1	3	4	Healthcare Representative	6294	Yes	3	10	3
30	No	Travel_Rarely	Sales	15	2	3	Sales Executive	7140	No	3	12	7
34	No	Travel_Rarely	Research & Development	2	4	4	Research Scientist	2932	Yes	3	6	5
33	No	Non-Travel	Sales	2	3	4	Sales Executive	5147	No	3	13	11
49	No	Travel_Rarely	Sales	11	4	4	Sales Executive	4507	No	3	8	5
33	Yes	Travel_Rarely	Sales	16	3	1	Sales Executive	8564	Yes	4	11	0
38	No	Travel_Frequently	Research & Development	2	2	3	Laboratory Technician	2468	No	3	9	6
31	Yes	Travel_Rarely	Sales	16	4	1	Sales Executive	8161	No	3	10	1
29	No	Travel_Rarely	Research & Development	4	3	4	Research Scientist	2109	No	3	1	1
30	No	Travel_Rarely	Research & Development	16	3	3	Healthcare Representative	5294	No	3	10	7
32	No	Non-Travel	Research & Development	5	4	2	Research Scientist	2718	No	3	12	7
38	No	Travel_Rarely	Research & Development	18	3	2	Healthcare Representative	5811	Yes	3	15	1
43	Yes	Travel_Frequently	Research & Development	17	3	3	Research Scientist	2437	Yes	3	6	1
42	No	Travel_Rarely	Research & Development	12	3	2	Laboratory Technician	2766	No	4	7	5
55	No	Travel_Rarely	Research & Development	2	3	3	Research Director	19038	No	3	34	1
33	No	Non-Travel	Research & Development	4	3	4	Research Scientist	3055	No	3	11	9
41	No	Travel_Rarely	Research & Development	9	4	3	Laboratory Technician	2289	No	4	5	5
34	No	Non-Travel	Sales	10	3	4	Sales Executive	4001	Yes	3	15	15
53	No	Non-Travel	Research & Development	1	4	1	Manufacturing Director	12965	Yes	4	27	3
43	No	Travel_Rarely	Human Resources	2	3	2	Human Resources	3539	No	3	10	9
34	No	Travel_Rarely	Sales	3	2	4	Sales Executive	6029	No	3	6	2
21	Yes	Travel_Rarely	Sales	7	1	2	Sales Representative	2679	No	3	1	1
38	No	Travel_Rarely	Research & Development	6	2	4	Laboratory Technician	3702	No	3	5	5
22	Yes	Travel_Rarely	Research & Development	8	1	3	Laboratory Technician	2398	Yes	3	1	1
31	No	Travel_Rarely	Sales	29	4	1	Sales Executive	5468	No	3	13	12
51	No	Travel_Rarely	Research & Development	3	3	1	Manager	13116	No	3	15	2
